小图代码,大图代码,顺序,名称,版本,地点,X,Y,天气,天气图片,时间,动作,动作代码,动作图片,备注,位置图片1,位置图片2
081594.tex,081094.tex,40,乔尔艾恩石环,红莲篇,太阳神草原,14,9,,,,张望,/lookout,064022.tex,位于巴儿达木霸道附近的石柱群。石柱上刻着游牧民们的古老歌谣。另外，石柱看上去像是随便分布的，但据说每当有风从这里吹过，就会听到类似于古老旋律的声音。,cy,24040
081595.tex,081095.tex,41,朵塔儿水洲,红莲篇,太阳神草原,12,32,,,,张望,/lookout,064022.tex,游牧的暮晖之民朵塔儿部生活的地方。“水洲”意味着这里是一个涌水之处，也是干燥的月神沙漠中极为珍贵的绿洲。在南部的沙漠地带旅行的时候，需要在这里进行最后的补水。,cy,24041
081596.tex,081096.tex,42,暮晖王座,红莲篇,太阳神草原,19,33,,,,张望,/lookout,064022.tex,象征着第一位敖龙族女性“暮晖之母”的巨大石像。意味着这里是月神创造暮晖之母的地方。可是带着沙尘的风不断吹向这里，使得石像渐渐风化，现在已经快要被埋入沙地之中了。,cy,24042
081597.tex,081097.tex,43,重逢集市,红莲篇,太阳神草原,34,31,,,,张望,/lookout,064022.tex,暮晖之民中的凯苏提尔部建立的交易所。“重逢”这个名字象征着分裂成了50多个部族的暮晖之民希望能够在这唯一的地方重新变回一个部族的心愿。现在已经有很多居住在草原的部族加入其中，还有异国的商人也会造访。,cy,24043
081598.tex,081098.tex,44,恰佳遗骨堂,红莲篇,太阳神草原,20,12,,,,祈祷,/pray,064064.tex,安置暮晖之民圣人恰佳的遗骨的地方，据说他曾经英勇对抗巨大的龙，从而保护了人们与家畜。在那达慕大战中胜利的部族会在战后来到这里献上供品，这个传统仪式一直流传至今。,cy,24044
081599.tex,081099.tex,45,晨曦王座,红莲篇,太阳神草原,22,21,,,,张望,/lookout,064022.tex,传说中太阳神创造第一位敖龙族男性“晨曦之父”的圣地。经过了历代的强大部族的统治与重建，现在太阳湖上已经建起了巨大的台座，还有一座耸入云霄的巨大宫殿。,cy,24045
081547.tex,081047.tex,46,破坏神像,红莲篇,神拳痕,10,9,,,,张望,/lookout,064022.tex,破坏与彗星之神拉尔戈的神像。是由星导教的僧侣与信徒们花费了数百年的时光，一点一点地雕凿山岩建造而成的。因其过于巨大，相传就连火烧星导寺的泰奥德里克王也拿它没办法。,sqh,24046
081548.tex,081048.tex,47,血雨的训诫,红莲篇,神拳痕,11,13,,,,张望,/lookout,064022.tex,破坏神像脚下的石碑。上面刻有星导教高僧所留下的话：“七狱门开七天堕泪血雨狂潮动荡破坏神拳所及之处众生皆留痕伤”。,sqh,24047
081549.tex,081049.tex,48,呵欠洞,红莲篇,基拉巴尼亚边区,27,35,,,18:00～04:59,张望,/lookout,064022.tex,欧米茄和神龙的大战所留下的痕迹。神龙如同呵欠一般张大嘴，放出的光芒在地面上留下了这个大洞，因此称为呵欠洞。如果那道光的轨道再稍微偏一点的话，恐怕梅氏的村子就要不保了吧。,bq,24048
081626.tex,081126.tex,49,阿拉基利,红莲篇,基拉巴尼亚山区,14,36,,,,张望,/lookout,064022.tex,基拉巴尼亚山区的驿站。位于从阿拉米格通往乌尔达哈与格里达尼亚两个地区的交通要道，曾也是与东方进行陆路贸易的重要的中转站。在帝国的统治下，则主要以驻扎在军事据点内的兵将们为买家进行交易。,sq,24049
081627.tex,081127.tex,50,御制监望塔2,红莲篇,基拉巴尼亚山区,20,22,,,,张望,/lookout,064022.tex,加雷马帝国军巨大的监视塔。名称的含义为皇帝的监视塔。位于崇山峻岭所环绕的山区的中央，不断监视着帝国支配下的村落。对于阿拉米格的人民们来说，它就是压迫与暴政的象征。,sq,24050
081628.tex,081128.tex,51,沉没的破坏神像,红莲篇,基拉巴尼亚湖区,17,19,,,,张望,/lookout,064022.tex,作为拉尔戈星导教被指定为阿拉米格国教的纪念而被供奉起来的破坏神石像。在阿拉米格最后的王泰奥德里克与星导教对立之时，它被直属于王的近卫队所破坏，沉入到了盐湖之中。,hq,24051
081629.tex,081129.tex,52,阿拉米格人居住区2,红莲篇,基拉巴尼亚湖区,36,33,,,,张望,/lookout,064022.tex,要塞城邦阿拉米格南部的居住区。在帝国的统治下，这里被指定为没有市民权的“安”阶级的人们的居住区，根据对他们的“游荡民”这一蔑称，这里在当时被称为游荡民居住区。而这一歧视性的称呼，如今也成了过去。,hq,24052
081676.tex,081176.tex,53,瑞光像,红莲篇,黄金港,11,9,,,,张望,/lookout,064022.tex,以武辺之瑞光为原型的铜像。他作为在黄金港所在的岛屿“紫州”南部建立末之国的武将而为人所熟知。只是，黄金港本身为幕府直辖领地，因此不属于末之国。,hjc,24053
081677.tex,081177.tex,54,乐座街,红莲篇,黄金港,9,8,,,,张望,/lookout,064022.tex,根据远东之国幕府的特例，与商业有关的限制被大幅减缓的商业街。从贩卖各种商品的店铺，到提供给国内外的商人与旅客的住宿设施和娱乐设施等等，一应俱全。,hjc,24054
081678.tex,081178.tex,55,转魂塔广场,红莲篇,黄金港,12,10,,,,张望,/lookout,064022.tex,转魂塔，即以太之光所在的广场。在远东之国，这种设施自古以来都是由被称为鬼师众的神秘技术集团进行制造并保护管理的。因为这里是交通枢纽，赤诚组的监视也很严格。,hjc,24055
081679.tex,081179.tex,56,黄金船库,红莲篇,黄金港,9,12,,,,张望,/lookout,064022.tex,由黄金港奉行所设立的造船厂。其目的并非是为了建造关船这类的大型船，而是以停泊在黄金港的船只的修理，与小型船只的建造为主。因此，这里的船工们很多也都精通外国船只的构造。,hjc,24056
081680.tex,081180.tex,57,紫水宫,红莲篇,红玉海,5,36,,,,张望,/lookout,064022.tex,静静的矗立于苍玉海沟中的海底宫殿。由居住于红玉海海底的翠水之民们建起，他们的统领红玉公主则居住于其中。不只是外人，就算是翠水之民没有特别许可的话也是禁止入内的。,hyh,24057
081681.tex,081181.tex,58,奥萨德东岸,红莲篇,红玉海,9,19,,,05:00～07:59,张望,/lookout,064022.tex,面向红玉海的奥萨德次大陆东岸地区。历来渔业繁盛，海岸线上散布着许多渔村。这里风光明媚，因此也留下了许多诗词。,hyh,24058
081682.tex,081182.tex,59,痉挛寨,红莲篇,红玉海,21,11,,,,张望,/lookout,064022.tex,支配红玉海的海贼众们的根据地。由于畏惧被认为从神话时代起就耸立于此处的神秘巨塔“天之御柱”的缘故，这里自古以来就被人当成禁忌之地。但是海贼众们不惧于神，在此建立了据点。,hyh,24059
081683.tex,081183.tex,60,高速魔导驱逐艇L-XXIII,红莲篇,延夏,35,38,,,,张望,/lookout,064022.tex,沉没于无二江水底的高速魔导驱逐艇的残骸，舰籍编号中的“L”代表其所属于第十二军团，而“XXIII”则意味着它是第23号舰艇。它的任务曾是镇压多玛叛乱，似乎是被守护延夏的妖狐所击沉。,yx,24060
081684.tex,081184.tex,61,模儿衣楼,红莲篇,太阳神草原,31,11,,,,张望,/lookout,064022.tex,暮晖之民的部族之一，模儿部的居留地。会随着家畜所食用的草的变化而移动的模尔部，每个季节都会变换新的居留地。为此，他们的帐篷也都设计得十分便于移动。,cy,24061
081685.tex,081185.tex,62,莫艾石像,红莲篇,太阳神草原,21,20,,,,张望,/lookout,064022.tex,以人脸为原型的巨大石像。在世界各地都有同样的石像存在，但它们的建造者，建造时间以及目的均不明。根据角的有无以及耳朵的位置，有人认为这些石像是出自人族之手，但也只是推测。,cy,24062
081951,081901,1,圆顶区,漆黑篇,水晶都,8.6,11.2,,,,张望,/lookout,064022.tex,位于水晶都关口的区域，拥有圆形屋顶的建筑，因有圆形大厅密集排列而得名。黑铁架构搭配结晶材料的建筑设计，相信会给到访者留下深刻印象。,sjd,daibu
081952,081902,2,宇宙和音,漆黑篇,水晶都,10.4,13.1,,,,张望,/lookout,064022.tex,水晶都最大的商业区域。虽然名字的意义“宇宙的调和”稍微有些夸张，但除了中庸工艺馆生产的产品以外，还陈列着交易商们运来的安穆·艾兰及珂露西亚岛的各类商品，产品种类之齐全令人惊叹。,sjd,daibu
081953,081903,3,博物陈列馆,漆黑篇,水晶都,9.9,5.9,,,,张望,/lookout,064022.tex,收集了残存在诺弗兰特的所有书籍的大书库，占据三学科（三艺）的文法区的设施。藏书从包括史书在内的各类学术书籍到绘本等，种类繁多。,sjd,daibu
081954,081904,4,炸裂圆塔群,漆黑篇,水晶都,11,4.7,,,,张望,/lookout,064022.tex,水晶都北部的区域。圆柱形的各类建筑物作为居住区域和生产设施、防卫设施等各司其职。对于因光之泛滥而产生的难民来说，希望可以从这里重获新生，因此得名。,sjd,daibu
081955,081905,5,圣林牧场,漆黑篇,水晶都,7.3,9.7,,,,张望,/lookout,064022.tex,以勇人族为中心进行运营的牧场，家畜也是大同小异，从鸡到陆行鸟均有饲养。另外，蕴含有“神圣森林之巢”的意义的名字，代表着阿马罗居住的传说中的理想乡，实际上饲养着众多的阿马罗。,sjd,daibu
081956,081906,6,光荣门,漆黑篇,游末邦,11.7,8.4,,,,张望,/lookout,064022.tex,通往游末邦的树根层的主门。其厚重门扉的内外完全是两个不同的世界。对于众多贫民来说，通过这个门进入城内意味着一种光荣，但也如字面意思，那只不过是个狭小的门而已。,ymb1,daibu
081957,081907,7,废船街,漆黑篇,游末邦,12.5,14,,,,张望,/lookout,064022.tex,位于游末邦基部的贫民区。因光之泛滥导致无法远洋航海，所以远洋船就失去了用武之地，后来便被当作建材形成了这条街。其中还有将船的一部分直接使用形成的建筑存在。,ymb1,daibu
081958,081908,8,游末邦军司令总部,漆黑篇,游末邦,11.1,11.4,,,,张望,/lookout,064022.tex,以强大著称的游末邦军的司令总部。之前总部是设在了树梢层，但伴随着沃斯里元首上任的政策路线的变更，军队的意义下降，因此被转移到了原本是监狱的这一层。,ymb2,daibu
081959,081909,9,蜂箱夜总会,漆黑篇,游末邦,12.3,10.4,,,,张望,/lookout,064022.tex,为给安稳生活的游末邦的自由市民，献上如蜜蜂蛰刺般的刺激为目的而开设的娱乐设施。在此工作的人不论男女均被称为蜜蜂，所有者则拥有“女蜂王”的称号。,ymb3,daibu
081960,081910,10,乔布要塞,漆黑篇,雷克兰德,37.4,20.9,,,,张望,/lookout,064022.tex,负责水晶都的防卫工作的城塞群之一。原本是雷克兰德联邦时代开设的用于骑士修道会的据点，后来利用其废墟而形成的。如今已经崩坏的光耀教会的遗址，可以让人偶尔联想往日的姿态。,reiku,daibu
081961,081911,11,拉迪斯卡瞭望塔,漆黑篇,雷克兰德,18.4,18.8,,,,张望,/lookout,064022.tex,设置于雷克兰德中央的瞭望塔。所谓的拉迪斯卡，是曾经发现了食罪灵大军飞来，因此让众人避难从而拯救了无数生命的士兵的名字。但据说他自己为了牵制敌人而留在塔中，最终战死。,reiku,daibu
081962,081912,12,拉克汕城,漆黑篇,雷克兰德,22.1,15.1,,,,张望,/lookout,064022.tex,曾经的雷克兰德联盟的王城。因在光之泛滥发生前，率领菁灵族的守旧派挺身而出的身为影之王的人物，奋不顾身地进行最后战斗的场所而闻名。另外拉克汕是代表雷克兰德的古菁灵语。,reiku,daibu
081963,081913,13,奥斯塔尔严命城,漆黑篇,雷克兰德,6.3,15.2,,,,张望,/lookout,064022.tex,化为废墟的雷克兰德联邦的城塞。菁灵族的骑士奥斯塔尔面对迫近的食罪灵大军，为了保护百姓，严令部下一步都不许退，奋战到底。如今的名字就是基于这个故事而起的。,reiku,daibu
081964,081914,14,责罚监狱,漆黑篇,雷克兰德,8.7,22.9,,,,张望,/lookout,064022.tex,雷克兰德联邦时代创建的监狱遗迹。位于悬崖下的废墟，曾经是被关押在狱中的牢犯们居住的场所，据说当时被称作铁锁街。不过，如今已变成废墟，连铁锁似乎都生锈了。,reiku,daibu
081965,081915,15,阴沉乡,漆黑篇,雷克兰德,21.5,36.2,,,,张望,/lookout,064022.tex,始源湖湖畔的渔村。通过用桥把杂草岛、砖土岛、疙瘩岛、波浪岛这四个岛连接而构成。因成天板着脸的渔夫众多，因此自虐式地得到了一个“心情不好”的奇怪的村名。,reiku,daibu
081966,081916,16,碎贝海岸,漆黑篇,珂露西亚岛,33.2,28.9,,,,张望,/lookout,064022.tex,附近渔村滞潮村的居民，以裂开的贝壳数量多这一再合适不过的理由而为之起名的沙滩。过去还汇集着众多渔夫，不过如今治安混乱，唯有野蛮的大哥布林到处游荡。,dao,daibu
081967,081917,17,白油瀑布,漆黑篇,珂露西亚岛,28.8,22,,,,张望,/lookout,064022.tex,位于沃茨河中间位置的落差很大的瀑布。由于河流以绝妙的速度流淌，因此没有激起水花，而是径直从悬崖落下。看到这一幕的著名诗人，曾将其比喻为油瀑，因此得名。,dao,daibu
081968,081918,18,门前区,漆黑篇,珂露西亚岛,23.6,38.1,,,,张望,/lookout,064022.tex,期盼移居游末邦的难民聚集，而自然形成的贫民区。尽管居住环境恶劣，但依然会有遭到食罪灵袭击的风险，由于还有粮食妙料的分发，因此人口在不断增长。,dao,daibu
081969,081919,19,工匠村,漆黑篇,珂露西亚岛,18.2,29.3,,,,张望,/lookout,064022.tex,珂露西亚岛南部的农村。拒绝妙料分发的农民们，凭借着过去传下来的大麦和各种蔬菜的栽培手法维持着生计。但是大约一年前，因受到独行食罪灵的袭击，遭到了重创。,dao,daibu
081970,081920,20,大升降机,漆黑篇,珂露西亚岛,12.1,22.1,,,,张望,/lookout,064022.tex,连接珂露西亚岛高地和低地的巨大升降机。曾经是以代达罗斯公司的塔罗斯作为动力启动升降机的，不过自从该公司撤出之后已经放置很久了。据说过去是与矮人族进行交易的要地。,dao,daibu
081971,081921,21,图姆拉村,漆黑篇,珂露西亚岛,13.6,9.8,,,,张望,/lookout,064022.tex,分散在格鲁格火山周围的矮人族的集落之一，图尔家族的人们生活在那里。里面到处都是配合矮人族娇小身材的建筑，在其他种族的人眼中应该就像是个街道模型吧。,dao,daibu
081972,081922,22,侏儒烟囱,漆黑篇,珂露西亚岛,37.1,11.5,,,,张望,/lookout,064022.tex,类似于穿过矮人洞窟后的通风口的地方，因受到格鲁格火山的火山活动的影响，变成了定期喷出温水的间歇泉。其周围会产生硫磺等，对于矮人族来说是重要的场所。,dao,daibu
081973,081923,23,红店野营地,漆黑篇,安穆·艾兰,33.2,13.7,,,,张望,/lookout,064022.tex,水晶都的商队往来于安穆·艾兰之间时作为中转站设计的用于阿马罗的着陆场。为了方便保护收集起来的材料，利用了拿巴示艾兰王国的要塞，沙尔北城的遗址。,anmu,daibu
081974,081924,24,鼹灵集市,漆黑篇,安穆·艾兰,25.3,16.6,,,,张望,/lookout,064022.tex,自古在安穆·艾兰生活的兽人种族，鼹灵族的集落。市场如字面意思，陈列着鼹灵族从荒野各处收集来的物品，如果想要矿物和拿巴示艾兰的遗物的话，这里是首选。,anmu,daibu
081975,081925,25,安穆马利克新宫殿,漆黑篇,安穆·艾兰,28.5,31.9,,,,张望,/lookout,064022.tex,安穆的意思是伟大，而马利克的意思是拿巴示艾兰男性王的称号。曾经是拿巴示艾兰的政治和军事中枢，当成为阻止光之泛滥的基点时，一半被光之波动吞噬而崩塌。,anmu,daibu
081976,081926,26,比朗大矿山,漆黑篇,安穆·艾兰,22.1,9.5,,,,张望,/lookout,064022.tex,比朗山中开发的矿山，以前曾经作为使用了塔罗斯进行大规模开采的中心地区而盛极一时。另外比朗是隆索族的伟人的名字，周围散布有迦利克村和凯尔克遗迹等，同样以故人的名字命名的地名。,anmu,daibu
081977,081927,27,络尾聚落,漆黑篇,安穆·艾兰,11.1,16.9,,,,张望,/lookout,064022.tex,拿巴示艾兰聘请猫秘族的塔罗斯技师开设矿山铁道时，作为与线路铺设相关的工作人员的住处而设立。之后也作为矿山劳动者的村庄保存至今，不过伴随着矿业的衰退，人口也在不断减少。,anmu,daibu
081978,081928,28,凯尔克遗迹,漆黑篇,安穆·艾兰,20.4,21.3,,,,张望,/lookout,064022.tex,隆索族的集落遗址。光之泛滥发生前，由于人口已经迁移至城内而变成了废墟，因此与大战无缘，但对于拾荒者来说则是发现宝物的知名场所。,anmu,daibu
081979,081929,29,群花馆,漆黑篇,伊尔美格,14.8,31.9,,,,张望,/lookout,064022.tex,原本是属于孚布特王国的山村，光之泛滥发生后原住民纷纷搬走，然后仙子族擅自住了进来。由于曾经的主要产业是畜牧业，因此如今在鸟房那里，爱喝羊奶的仙子族仍在养育着绵羊。,meige,daibu
081980,081930,30,笃学者庄园,漆黑篇,伊尔美格,8.7,16.8,,,,张望,/lookout,064022.tex,某位异邦的贤人曾经借住过的设施。原本是因兴趣广泛而为人熟知的孚布特王国的地方领主的宅邸，据说其原本拥有的藏书和器材竟然奇迹般地未被妖灵们破坏，依然完好无损地保存着。,meige,daibu
081981,081931,31,普拉恩尼茸洞,漆黑篇,伊尔美格,20.2,4.6,,,,张望,/lookout,064022.tex,卫德·因克以下，曾经与孚布特王国共存的恩莫族们生活的洞窟。普拉恩尼指的是他们培养出来的大蘑菇，通过将其内部挖空，可以住在里面。,meige,daibu
081982,081932,32,鱼群镇,漆黑篇,伊尔美格,21.4,20.9,,,,张望,/lookout,064022.tex,孚布特王国的王城翠光城的城邑。伊尔美格化为妖灵的国度后，因水妖族将水引入，结果导致如今沉在巨大的身镜湖的湖底，变成了名副其实的鱼群镇。,meige,daibu
081983,081933,33,梦羽城,漆黑篇,伊尔美格,20.8,16.3,,,,张望,/lookout,064022.tex,曾经是孚布特王国的王城。也是化身为灵光卫的妖灵王缇坦妮雅被关押的场所。另外这个名字是妖灵语和孚布特语的合成词，拥有“梦幻羽毛之城”的含义。,meige,daibu
081984,081934,34,圣法斯里克天庭,漆黑篇,伊尔美格,35.7,24.8,,,,张望,/lookout,064022.tex,因在此地进行过苦行而为人熟知的光耀教会的圣人——圣法斯里克而得名的山间的土地。但在如今变成了妖灵国度的伊尔美格，知晓其由来、了解其含义的，应该只剩下恩莫族了。,meige,daibu
081985,081935,35,戈恩要塞,漆黑篇,拉凯提卡大森林,13.6,32.4,,,,张望,/lookout,064022.tex,流入拉凯提卡大森林的夜之民构筑的要塞遗址。因遭到食罪灵大军的袭击而发生了大规模火灾，结果被焚烧殆尽。另外幸存的居民们似乎委身于蛇行枝。,senlin,daibu
081986,081936,36,水蛇宝卵,漆黑篇,拉凯提卡大森林,8.9,25.1,,,,张望,/lookout,064022.tex,因大树支撑而浮在蛇水湖水面上的巨大水晶块。从隆卡帝国更早的远古时代开始，似乎就一直受到这片土地上的人们祭祀，被称为水蛇的巨大存在被封印在其中的传说一直流传至今。,senlin,daibu
081987,081937,37,朵瓦特里沉没神殿,漆黑篇,拉凯提卡大森林,4.3,27.2,,,,张望,/lookout,064022.tex,隆卡帝国建造的石质神殿之一。该帝国瓦解之后，虽然受到某神官一族的保护，但不知何时却被湖水吞没了。据传隆卡皇帝的秘宝就沉眠其中，但真相至今依然是个谜。,senlin,daibu
081988,081938,38,洛查特尔大阶梯,漆黑篇,拉凯提卡大森林,14.1,18.4,,,,张望,/lookout,064022.tex,据传是隆卡神话中登场的巨人洛查特尔创造的阶梯状瀑布。据某位历史学者所说，洛查特尔即是初期的塔罗斯，隆卡文明的壮丽的石质神殿，或许也是由其所创造。,senlin,daibu
081989,081939,39,法诺村,漆黑篇,拉凯提卡大森林,29.1,19,,,,张望,/lookout,064022.tex,奉隆卡皇帝之命，数千年来一直守护着拉凯提卡大森林的遗迹群的维斯族的村庄。不过由于大部分村庄因光之泛滥而毁灭，这个村庄很难单独存续，因此前景令人担忧。,senlin,daibu
081990,081940,40,四晨星,漆黑篇,拉凯提卡大森林,26.4,9.9,,,,张望,/lookout,064022.tex,司掌隆卡大星座的4柱神，即祭祀火之神奥奇斯加托尔、水之女神伊奇丝洛克瓦、风之神奥奇斯恰尔、土之女神伊奇丝安帕的4座金字塔相连形成的遗迹群。对于自认为是隆卡的守护者的法诺村的人来说，这里是圣地一般的存在。,senlin,daibu
081991,081941,41,鳍人潮池,漆黑篇,黑风海,33,16.2,,,,张望,/lookout,064022.tex,构建于黑风海海底的鳍人族的集落。潮池指的是干潮时留在海岸上的海水水洼，因光之泛滥发生时偶然待在陆地上的人们得到永恒的生命，将其设立为临时避难所而得名。,baofeng,daibu
081992,081942,42,奇人工作室,漆黑篇,黑风海,34.5,25.4,,,,张望,/lookout,064022.tex,水晶都出身的某位天才工匠为远离社会文明而用来隐居的工作室。虽然他本人将此处单纯地称为工作室，但是在海底设计工房这种想法本身就已经异于常人了。,baofeng,daibu
081993,081943,43,陆人墓标,漆黑篇,黑风海,37.1,6.6,,,,张望,/lookout,064022.tex,珊瑚丛生的洞窟。由于红珊瑚看起来就像地上人的血管，因此在鳍人族间流传着那里是陆人们的灵魂沉睡的地方的说法。但是作为当事人的陆人却直到近几年才知道这一事实。,baofeng,daibu
081994,081944,44,尊紫洞,漆黑篇,黑风海,34.3,30.6,,,,张望,/lookout,064022.tex,尊紫贝的栖息地。这个魔法螺的贝壳可以用来制作染料，用它染出来的紫色布料，被视作高贵人士的象征而受到重视。在游末邦之所以紫色会受到欢迎，也是因为这个原因。,baofeng,daibu
081995,081945,45,亚马乌罗提,漆黑篇,黑风海,13.7,36.8,,,,张望,/lookout,064022.tex,根据鳍人族的证言，其海底都市是在一夜间形成的。与在海底经过长时间后便会腐朽的其他遗迹明显不同，这里的街道全新，置备也很完善等等，是个充满谜团的地方。,baofeng,daibu
